88.251,68.692,92.239,54.975,99.686,78.297
48.337,10.449,57.625,36.839,13.192,75.842
27.764,8.9977,55.326,23.822,60.548,95.602
6.4208,87.221,94.444,86.584,29.383,51.247
29.482,43.449,66.702,17.573,17.609,36.567
47.271,10.559,18.987,53.562,82.634,79.245
32.952,28.366,19.637,34.048,28.145,22.369
92.424,63.746,55.429,62.187,75.6,59.941
40.083,27.256,2.2254,82.226,93.408,64.693
37.499,61.892,5.5285,84.273,36.892,65.903
33.981,68.96,41.335,80.721,88.748,52.987
82.865,12.403,13.398,17.223,18.471,97.278
2.1764,55.569,44.217,43.283,86.773,4.3442
55.929,12.053,4.5625,21.696,40.131,7.3485
57.64,33.877,27.247,53.447,37.446,81.21
22.41,34.749,70.323,94.937,87.083,14.674
4.3756,49.053,79.318,86.257,61.008,57.768
52.16,24.533,44.261,73.169,2.451,73.876
86.452,12.34,10.792,39.955,65.387,91.025
92.841,40.827,47.164,75.606,74.907,68.928
5.6326,9.6921,59.891,31.412,8.3139,66.016
11.058,31.085,79.815,22.805,67.096,18.734
39.308,58.143,95.169,44.794,46.172,58.458
77.611,87.647,46.078,9.0113,47.614,45.879
76.684,34.813,8.5922,38.621,27.778,43.288
35.969,33.111,95.077,31.651,79.516,61.24
97.915,85.108,14.478,93.134,74.927,58.338
4.1043,77.68,58.068,37.519,72.744,14.732
47.277,54.011,21.522,70.399,34.205,70.963
43.597,32.602,58.859,68.236,16.696,34.46
38.006,98.38,53.34,66.442,33.708,58.619
41.049,57.405,79.939,77.439,7.8849,2.9439
85.394,54.907,9.2674,94.812,73.981,67.301
32.401,96.212,25.216,44.686,27.942,28.317
6.127,61.939,65.784,30.198,50.213,87.615
57.887,79.906,22.922,8.0632,63.501,61.711
89.002,39.127,32.441,72.728,89.856,70.878
46.392,36.736,59.037,98.819,98.666,6.7095
29.782,84.273,9.2007,67.605,2.3556,10.101
52.222,0.56633,5.2585,85.306,95.307,42.601
95.513,57.647,76.31,65.831,71.349,15.375
49.473,9.8045,3.182,34.495,48.436,61.219
11.163,44.899,3.316,37.089,48.836,55.131
66.413,99.442,95.01,88.176,0.25738,28.176
53.442,91.068,52.718,67.773,25.499,44.254
36.223,1.7063,20.072,98.162,13.251,65.328
77.594,41.188,7.6957,52.36,22.528,47.544
98.422,18.172,55.489,47.536,8.378,91.232
56.173,40.879,47.448,30.264,83.406,58.717
63.703,90.25,3.2545,67.813,7.3104,98.451
74.349,24.263,83.719,24.002,84.506,21.675
25.015,35.61,32.549,24.431,61.632,44.371
89.072,45.853,54.291,46.22,42.439,61.58
45.449,23.935,57.119,88.618,43.771,74.593
69.877,71.348,60.613,38.141,1.3771,51.686
89.428,70.992,47.159,2.1745,50.287,52.118
9.3841,44.535,72.607,88.43,47.405,15.493
83.459,49.234,25.381,86.333,89.031,67.109
10.348,20.041,30.034,34.926,52.146,22.755
43.824,46.518,57.463,4.8991,30.199,18.716
26.448,70.111,15.39,27.56,10.497,34.857
29.758,16.712,94.983,80.111,64.156,0.38839
30.01,49.191,80.264,61.582,56.765,45.663
64.797,60.587,65.506,81.915,83.517,72.565
16.562,54.34,64.664,0.62398,87.098,80.653
85.429,81.608,7.0421,80.752,47.276,10.224
50.389,18.839,27.648,53.387,38.887,71.434
77.893,30.813,98.75,46.608,94.662,21.934
40.806,47.238,34.051,59.269,89.047,67.989
8.2076,64.893,48.952,32.682,23.513,74.918
77.764,56.92,72.24,68.975,25.989,19.013
4.8215,87.287,88.213,94.494,1.327,91.097
0.052013,31.606,15.406,57.852,11.462,84.255
94.159,92.421,12.577,98.191,78.617,58.026
66.559,81.804,21.913,73.394,68.054,11.551
7.5893,31.46,27.089,68.159,86.486,99.311
49.252,17.982,70.144,43.554,23.549,98.001
96.312,66.863,32.693,0.29499,12.795,14.063
38.34,90.191,80.669,22.838,70.534,78.156
84.864,44.805,29.216,80.609,2.9396,83.353
48.589,59.742,43.138,11.679,30.531,74.181
65.483,58.078,88.251,35.139,26.127,97.636
63.921,18.074,19.875,29.395,96.867,73.119
82.544,16.593,60.594,28.901,23.671,97.204
12.512,3.5696,88.074,28.322,34.282,23.524
39.015,39.327,77.244,51.16,76.291,31.443
12.542,79.304,10.264,91.783,83.311,65.639
70.743,4.3497,53.821,56.092,44.076,36.797
1.6089,40.548,22.737,29.962,73.705,95.614
59.379,70.094,15.274,24.779,35.046,77.272
56.025,70.441,44.016,69.371,6.1197,22.777
88.52,69.744,9.8269,33.24,88,21.416
33.793,47.066,68.048,27.972,38.759,64.94
40.506,67.443,14.321,25.705,18.837,97.403
47.261,81.484,43.057,49.381,52.07,27.286
23.313,65.763,47.191,53.916,21.271,97.34
1.9441,47.845,64.814,50.395,56.344,70.98
56.671,10.721,13.816,71.092,54.144,57.445
29.305,29.962,18.402,39.186,34.551,56.794
6.8447,80.773,73.007,29.599,82.655,32.045
52.656,4.7181,27.485,37.781,14.603,20.599
72.673,16.893,26.639,64.804,72.982,97.273
53.355,42.528,35.362,57.705,90.301,81.111
74.393,19.162,66.516,22.313,27.43,87.662
13.643,42.025,74.281,30.607,15.586,31.667
52.864,21.774,62.579,66.316,57.984,56.018
7.9696,51.431,50.921,28.072,21.143,2.8338
84.661,13.062,14.355,70.633,14.823,52.627
57.191,78.066,79.62,33.024,68.879,91.238
90.472,88,19.084,68.201,20.67,89.079
25.42,97.592,14.026,66.535,93.257,48.736
56.497,97.58,50.345,29.314,39.973,98.095
69.864,22.991,98.182,8.9649,51.151,44.556
74.441,35.805,57.735,94.373,88.53,19.055
31.698,93.272,61.137,55.209,22.413,13.983
78.993,19.38,72.68,35.379,68.798,57.224
69.854,95.849,6.4871,27.549,21.578,54.317
65.265,95.251,53.638,52.004,79.641,60.873
63.465,67.787,46.531,28.114,15.243,54.991
76.777,53.294,51.555,28.094,19.401,48.28
19.806,94.465,98.043,15.211,39.809,43.454
45.329,65.382,46.784,2.2759,6.7323,81.464
41.211,70.444,55.31,49.259,64.266,63.306
14.787,89.438,84.349,92.962,90.707,13.416
42.405,94.99,96.612,76.238,18.156,42.605
90.717,11.787,12.53,20.103,52.611,43.724
42.86,41.202,9.2324,27.308,20.342,40.334
69.091,49.217,81.454,31.996,22.524,26.603
2.971,3.0363,28.375,96.482,24.568,21.885
14.817,95.038,47.429,79.624,4.8392,76.211
33.531,28.224,20.83,3.132,64.823,40.597
31.056,25.57,42.451,4.583,88.226,13.96
88.718,67.332,76.286,90.777,51.184,71.449
72.098,78.915,46.646,58.761,23.977,10.257
58.678,68.401,13.83,72.956,32.382,1.5118
58.708,55.021,97.51,96.876,48.619,20.154
73.341,41.845,64.303,83.017,88.869,97.755
54.535,39.206,27.62,57.528,30.787,14.865
72.481,37.901,65.646,11.823,20.491,46.253
84.859,73.634,51.182,61.531,96.457,31.599
73.739,9.7326,14.911,98.108,91.591,76.232
72.214,10.105,40.878,36.962,96.647,94.439
44.274,16.443,99.034,27.414,78.72,51.382
30.424,57.098,64.135,72.21,55.15,81.457
12.439,71.334,61.643,95.596,82.765,82.288
78.507,33.224,99.693,84.91,73.534,76.896
66.175,11.558,35.862,82.398,60.908,20.057
80.693,92.714,64.15,68.245,54.415,39.718
4.6879,85.441,21.314,45.297,10.179,10.244
43.133,77.347,36.096,10.42,35.88,44.171
40.39,91.924,66.068,88.926,22.519,67.542
9.3296,19.84,65.184,13.334,59.345,75.628
26.088,31.775,1.0621,52.78,42.986,71.676
5.5814,19.522,12.394,62.825,38.163,7.2535
56.531,39.552,83.235,79.531,17.906,73.707
86.026,11.823,24.3,66.514,27.337,89.413
5.372,32.572,37.68,7.8066,85.821,82.794
65.882,4.9491,50.884,37.175,67.419,28.485
25.923,65.411,88.681,91.986,39.871,80.094
41.411,16.237,82.472,56.218,93.604,5.599
58.828,70.365,5.6911,74.8,41.597,77.149
89.797,65.534,94.582,21.863,54.733,13.448
25.746,26.392,67.814,10.687,24.569,56.397
51.27,6.0929,77.19,29.225,6.6638,16.195
78.897,26.181,64.765,31.94,46.465,46.245
7.8999,72.148,12.806,43.393,58.082,56.926
34.879,65.91,61.599,2.2461,92.159,64.086
28.557,22.361,47.281,95.112,22.74,92.184
50.515,59.767,65.127,24.293,11.811,49.298
94.643,33.534,49.425,74.207,42.265,31.748
57.091,5.6068,24.513,49.528,77.868,26.523
15.983,11.763,91.519,84.18,88.623,51.354
72.441,53.271,72.752,72.051,24.622,42.032
10.228,18.206,18.759,32.788,0.92541,1.9237
15.63,63.007,99.769,65.909,3.3092,71.211
7.7029,67.586,27.59,49.881,5.9319,38.345
62.118,31.75,19.833,44.311,40.596,33.909
26.031,20.87,34.644,86.729,70.403,91.27
3.0996,20.669,61.404,78.091,11.524,30.795
14.711,59.119,32.181,66.014,98.387,26.774
63.622,21,43.558,36.913,73.402,97.867
10.396,91.018,50.626,79.552,80.594,59.595
76.243,4.1368,96.167,40.343,95.778,61.888
2.5319,35.257,37.612,84.333,55.237,68.836
42.051,39.271,61.666,16.208,41.982,12.274
81.504,22.851,24.449,97.997,17.944,11.556
92.471,86.749,64.331,63.553,43.983,86.281
15.093,22.447,78.569,21.607,52.987,30.685
67.032,95.791,55.91,50.635,20.94,55.684
29.793,45.281,13.025,12.853,37.525,16.738
26.892,14.046,53.755,96.793,22.081,58.733
16.124,37.57,50.752,11.138,21.992,14.87
69.752,14.543,21.863,17.734,32.15,7.2779
22.982,13.498,44.871,42.301,34.875,8.2712
93.346,4.8104,2.5243,21.252,91.136,30.359
0.38428,75.883,19.945,43.882,53.781,88.997
13.435,29.869,9.0373,42.312,40.765,59.67
78.766,79.565,33.479,41.09,97.125,70.56
59.922,12.463,29.1,48.467,14.236,40.472
24.701,45.409,30.34,71.294,81.337,32.882
28.096,31.923,2.3337,25.25,28.539,18.835
88.926,70.885,91.836,29.325,78.164,36.494
74.394,3.5167,86.212,91.412,99.487,19.437
42.127,87.595,77.416,17.367,86.378,33.792
92.726,43.04,26.531,68.072,42.791,7.5525
36.24,75.374,49.59,46.52,83.479,79.671
8.1085,90.402,4.6477,14.036,59.285,20.399
32.459,82.978,10.589,43.545,44.961,85.614
44.471,53.513,36.362,13.312,72.517,3.4699
95.646,60.929,33.42,92.171,29.392,98.993
40.685,11.731,94.167,68.207,80.409,95.633
21.697,94.068,59.245,46.687,62.241,53.094
10.983,5.491,50.561,52.593,4.4282,48.012
70.582,33.051,22.246,57.777,7.683,44.561
31.944,65.911,98.203,88.661,39.063,64.167
71.991,55.866,27.694,73.688,60.196,32.06
65.801,17.732,30.339,14.81,14.578,50.687
22.256,76.181,86.457,88.127,2.7048,54.447
79.378,38.306,0.47106,0.3624,64.133,74.176
85.504,57.821,16.102,78.024,45.623,43.871
69.908,0.50848,31.92,76.235,65.34,11.622
1.8639,1.8157,0.12736,7.9682,16.174,50.85
96.478,98.079,8.4075,18.755,96.133,66.558
97.838,5.6112,4.0563,98.536,65.685,19.458
63.654,87.923,89.602,4.9214,8.6976,24.57
59.72,87.301,74.831,60.443,78.273,16.484
90.15,57.524,12.265,34.56,20.502,25.8
49.491,11.005,81.358,41.905,58.56,90.518
48.112,98.989,55.309,22.38,50.19,67.114
1.3819,66.356,97.287,66.758,74.765,48.761
63.401,87.138,42.184,10.651,26.368,45.512
35.71,15.768,44.204,56.246,89.231,97.72
59.341,79.07,32.915,97.606,37.908,76.605
71.723,1.3904,34.259,71.642,84.145,26.193
0.7392,96.476,85.932,59.162,3.0317,11.824
92.982,77.075,59.025,59.314,29.916,83.868
77.637,35.439,56.083,9.0236,69.712,81.551
93.075,93.797,21.496,78.845,27.559,17.2
87.156,43.225,79.603,48.183,89.919,84.346
77.778,38.095,70.568,87.943,33.004,15.98
49.052,92.093,28.355,22.8,42.209,75.193
72.942,10.363,33.157,88.704,2.7441,57.947
24.654,70.125,99.793,76.953,51.959,89.483
94.398,95.599,1.7781,79.54,87.277,57.131
20.504,17.452,10.775,66.306,23.478,68.486
4.9398,71.134,6.3509,44.371,79.578,47.781
87.676,68.383,54.503,93.963,19.625,93.242
82.427,40.694,96.531,61.772,26.993,64.643
10.251,24.461,2.6049,98.98,85.913,81.76
28.278,16.391,44.81,49.751,56.738,1.2286
9.327,90.25,61.755,66.035,91.125,61.549
58.324,26.385,55.446,22.251,72.871,77.142
62.773,19.896,40.441,62.062,54.095,67.068
63.776,26.585,69.548,73.542,85.405,55.924
46.658,43.274,66.334,67.443,97.611,1.7839
32.637,62.927,28.669,8.2459,38.313,89.772
